lifter,age,bodyWeight,snatch1,snatch2,snatch3,snatchBest,cj1,cj2,cj3,cjBest,total
"Brianna Maxwell","Open Women's 76kg",73.5,73,77,-80,77,100,105,-110,105,182
"Grace Bustamante","Open Women's 87kg",83.7,78,-81,81,81,100,-105,-106,100,181
"Jordan Tighe","Open Women's 64kg",63.89,75,-79,-79,75,101,-104,105,105,180
"Jereth Burgos","Open Men's 61kg",60.3,-73,73,76,76,100,103,-105,103,179
"Autumn Makins-Null","Open Women's +87kg",125.44,75,78,81,81,98,-102,-103,98,179
"Brie Gomez","Open Women's 71kg",64.8,79,82,-85,82,-95,96,-99,96,178
"Lucie Gehringer","Open Women's 76kg",72.3,75,78,-81,78,-97,97,100,100,178
"Jamie Pearce","Open Women's +87kg",97.43,70,73,76,76,94,98,101,101,177
"Sarah Kajdasz","Open Women's 81kg",77.22,-76,-76,76,76,-96,96,99,99,175
"Madeline Kline","Open Women's 64kg",62.95,-74,-74,74,74,97,100,-103,100,174
"Jazmin Peterman","Open Women's 87kg",83.6,71,74,77,77,89,93,97,97,174
"Yuliana Lopez","Open Women's 64kg",63.7,72,75,-78,75,98,-102,-103,98,173
"Christine Yee","Open Women's 81kg",78.5,70,73,76,76,-86,90,95,95,171
"Delaney Willingham","Open Women's 81kg",77.4,71,-74,74,74,93,96,-99,96,170
"Andi Johnson","Open Women's 71kg",70.25,72,75,-78,75,90,94,-98,94,169
"Nicole Citera-Juarez","Open Women's 71kg",67.32,68,71,-74,71,98,-102,-104,98,169
"Taylor Choisser","Open Women's 71kg",70,67,70,-72,70,96,-99,99,99,169
"Ashlee Owens","Open Women's 81kg",79.95,72,-74,-74,72,92,96,-100,96,168
"Cali Reece","Open Women's +87kg",130.27,68,71,74,74,85,90,93,93,167
"Ava Oteri","Open Women's 64kg",62.85,66,69,72,72,-92,92,-98,92,164
"Geena Kading","Open Women's 71kg",70.75,-71,-71,71,71,88,93,-98,93,164
"Elizabeth Becker","Open Women's 64kg",62.98,68,72,75,75,82,86,-90,86,161
"Aaron Xu","Open Men's 61kg",60.95,63,67,71,71,81,85,89,89,160
"Lainey Cool","Open Women's 64kg",62.7,69,-71,73,73,86,-89,-90,86,159
"Alysia Lopez","Open Women's 64kg",64,68,70,72,72,83,87,-90,87,159
"Jessica Knoblock","Open Women's 71kg",68.03,65,-68,69,69,83,87,90,90,159
"Ivan Lomeli","Open Men's 55kg",52.7,65,67,70,70,87,-90,-91,87,157
"Lauren White","Open Women's 76kg",74.75,70,73,-76,73,84,-87,-89,84,157
"Brenna Flynn","Open Women's 76kg",75.9,-71,-72,72,72,81,84,-87,84,156
"Emma Thomas","Open Women's 59kg",58.65,64,67,-70,67,84,87,-90,87,154
"Juliet Aguilar","Open Women's 59kg",57.85,68,-71,-71,68,85,-89,-89,85,153
"Aysia Hill","Open Women's 59kg",58.05,-65,65,68,68,-84,-85,85,85,153
"Kathryn Rose","Open Women's 59kg",57.65,64,-67,-68,64,85,88,-91,88,152
"Julia Premo","Open Women's 71kg",70.61,63,66,-69,66,84,-86,-86,84,150
"Olivia Haycock","Open Women's 87kg",86.4,65,68,-71,68,76,79,82,82,150
"Natalie Mousa","Open Women's 64kg",62.95,61,64,-67,64,82,85,-87,85,149
"Nini Nguyen","Open Women's 76kg",71.6,-60,60,62,62,82,-86,87,87,149
"Mikaela Hostallero","Open Women's 59kg",58.65,61,65,-69,65,82,-86,-87,82,147
"Kela Kauhaahaa","Open Women's 71kg",71,-65,67,-73,67,80,-85,-85,80,147
"Giselle Catalasan","Open Women's 64kg",62.2,-67,-67,67,67,79,-82,0,79,146
"Jayme Maynard","Open Women's 87kg",86.9,65,68,-71,68,75,78,-81,78,146
"Salma Mahmoud","Open Women's 76kg",74.3,-61,-61,61,61,80,84,-88,84,145
"Layla Stapleton","Open Women's 64kg",64,60,63,66,66,74,78,-81,78,144
"Kate Ellsworth","Open Women's 76kg",73.8,-62,-62,62,62,-82,82,-90,82,144
"Halie Thornton","Open Women's 76kg",73.65,-62,62,-65,62,-78,80,82,82,144
"Amelia Dunn","Open Women's 64kg",62.2,64,67,-70,67,76,-79,-80,76,143
"Valeria Arellano","Open Women's 59kg",58.15,-60,60,63,63,76,80,-84,80,143
"Katherine Peck","Open Women's 64kg",63.6,-67,67,69,69,74,-77,-79,74,143
"Amanda Putnam","Open Women's 64kg",64,-64,-64,64,64,73,76,78,78,142
"Prestine Carter","Open Women's 55kg",54.22,-59,60,-62,60,80,-84,-84,80,140
"Avery Roth","Open Women's 71kg",70.08,61,-64,-67,61,75,78,-81,78,139
"Amanda Fishbein","Open Women's 71kg",70.92,-62,63,-66,63,75,-78,-80,75,138
"Caroline Hittler","Open Women's 64kg",63.15,56,59,-61,59,75,-78,78,78,137
"Gabrielle Wells","Open Women's 55kg",54.32,59,61,-64,61,70,74,-77,74,135
"Lily Ju","Open Women's 59kg",57.9,-60,-60,60,60,72,-74,75,75,135
"Aria Zayed","Open Women's 49kg",48.8,55,58,60,60,72,-74,74,74,134
"Emma Bollinger","Open Women's 59kg",58.5,53,56,58,58,71,74,76,76,134
"Savannah Bourgeois","Open Women's 64kg",60.35,-61,-61,61,61,67,72,-77,72,133
"Natalie McNeely","Open Women's 76kg",72.55,58,-62,-63,58,70,75,-80,75,133
"gretchen messner","Open Women's 59kg",57.7,57,-59,59,59,70,-73,73,73,132
"Helen Filosa","Open Women's +87kg",158.34,54,57,-60,57,-74,74,-77,74,131
"Amelia Kushner","Open Women's 59kg",58.5,56,-59,-59,56,65,69,72,72,128
"Alyssa Calvert","Open Women's 64kg",63.4,52,-56,-58,52,-70,70,-73,70,122
"Rayanne Garcia","Open Women's 55kg",54.25,43,46,-49,46,66,68,74,74,120
"Lilliana Chisler","Open Women's 55kg",53.9,-52,52,-54,52,-67,67,-71,67,119
"Ruth Beardmore","Open Women's 45kg",44.35,45,-50,50,50,61,63,66,66,116
"Madison Chambers","Open Women's 55kg",53.2,-45,-45,45,45,62,-64,64,64,109
"Tatum McCann","Open Women's 45kg",44.9,48,-51,51,51,55,-58,-58,55,106
"Eniola Adegbola","Open Women's 49kg",47.9,-42,42,44,44,48,52,55,55,99
"Crystal Contreras","Open Women's 45kg",44.3,-35,35,-37,35,43,46,50,50,85
"John Marquez","Open Men's 67kg",65.8,-90,-90,90,90,-122,-122,-126,0,0
"Soren Bullock","Open Men's 73kg",69.25,91,94,-97,94,-108,-108,-109,0,0
"Hunter Stewart","Open Men's 73kg",72.4,78,81,-85,81,-109,-109,-110,0,0
"Alphonse Ortega","Open Men's 81kg",79.36,-88,88,-91,88,-115,-115,-116,0,0
"Will McComiskey","Open Men's 81kg",79.72,100,-105,105,105,-130,-132,-132,0,0
"Nick Radovcich","Open Men's 89kg",86.25,-105,-105,-105,0,-125,125,-132,125,0
"Etienne Daadi","Open Men's 89kg",87.2,113,118,123,123,-143,-144,-145,0,0
"Henry Dworkin","Open Men's 96kg",92.8,110,-115,-115,110,-130,-130,-130,0,0
"Jayson Luther","Open Men's 96kg",95.51,105,108,111,111,-135,-135,-136,0,0
"Daniel Pina","Open Men's 102kg",102.01,-94,-95,-95,0,120,-126,-128,120,0
"Grant Reed","Open Men's 109kg",103.15,125,-129,129,129,-157,-159,-160,0,0
"Patrick McDonnell","Open Men's 102kg",101.75,-120,122,-128,122,-153,-153,-153,0,0
"Brenna Graves","Open Women's 64kg",64,58,62,65,65,-78,-78,-78,0,0
"Emma Walton","Open Women's 76kg",74,68,70,-72,70,-88,-89,-90,0,0
"Alexandra Crook","Open Women's 71kg",67.35,-72,72,74,74,-93,-93,-93,0,0
"Alyssa Conway","Open Women's 71kg",69.25,-70,-72,-74,0,86,89,92,92,0
"Karlee Strong","Open Women's 76kg",73.9,72,75,-78,75,-98,-98,-98,0,0
"Allison Nally","Open Women's 87kg",87,-71,72,-76,72,-101,-104,-104,0,0
"Trevor Owens","Open Men's 73kg",72.7,-114,-115,-115,0,151,-156,-157,151,0
"Nathan Prokop","Open Men's 96kg",94.7,128,133,137,137,168,173,177,177,314
"Blaine Brooks","Open Men's 89kg",86,128,-133,-134,128,165,172,180,180,308
"Ryan Helton","Open Men's 102kg",98.6,-130,-130,131,131,170,174,-176,174,305
"Trevor Scantling","Open Men's 102kg",100.8,130,134,137,137,-161,161,-164,161,298
"Kyle Martin Jr.","Open Men's 89kg",86.69,132,-136,-136,132,157,162,-166,162,294
"Jacob Senate","Open Men's 102kg",98.25,120,125,-130,125,150,155,161,161,286
"Kenderic McMillian","Open Men's 102kg",100.95,120,125,-130,125,155,160,-165,160,285
"Kaison Uehara","Open Men's 89kg",88.15,-119,-120,120,120,155,160,-165,160,280
"Dean Scicchitano","Open Men's 96kg",94.2,118,-122,-123,118,162,-166,0,162,280
"Jonathan Dela Cruz","Open Men's 89kg",88.05,117,121,125,125,142,146,150,150,275
"Eric Zunker","Open Men's 81kg",80.56,116,121,-125,121,144,-150,150,150,271
"Zach Thorn","Open Men's 89kg",87.85,-120,120,-125,120,-140,140,0,140,260
"oliver Carras","Open Men's 96kg",94.05,100,110,120,120,140,-150,0,140,260
"Isaac Salas","Open Men's 96kg",96,106,110,-115,110,140,145,150,150,260
"Keaton OConnor","Open Men's 89kg",86.25,-117,118,-124,118,136,140,-145,140,258
"alec coulter","Open Men's 73kg",72.5,104,111,-118,111,131,140,147,147,258
"Sam Angell","Open Men's 96kg",94.65,-107,-111,113,113,135,140,145,145,258
"Alden Chiu","Open Men's 81kg",78.86,107,111,115,115,-131,-135,137,137,252
"Case Merritt","Open Men's 81kg",80.69,106,109,112,112,136,137,-141,137,249
"Kevin Diep","Open Men's 89kg",88.7,105,-110,-110,105,135,-140,142,142,247
"Kamiakin Craig","Open Men's 109kg",107.83,98,104,108,108,138,-146,-146,138,246
"Matthew David","Open Men's 96kg",95.21,106,-111,-111,106,136,0,0,136,242
"Skylar  Khamphou","Open Men's 89kg",86.35,104,107,108,108,124,128,-131,128,236
"Elijah Rumfelt","Open Men's 67kg",66.8,106,-110,110,110,-125,125,-128,125,235
"Hunter Aceret","Open Men's 81kg",79.3,100,105,-110,105,120,124,128,128,233
"Jared Ambrosio","Open Men's 81kg",80.12,-101,101,-104,101,132,-136,-137,132,233
"Casey Freemon","Open Men's 81kg",80.39,100,-105,-107,100,132,-137,-141,132,232
"ALEX JASSO","Open Men's 81kg",79.84,95,100,-105,100,131,-136,-137,131,231
"Justin Miller","Open Men's 81kg",78.9,95,99,-102,99,127,131,-137,131,230
"Connor Callaway","Open Men's 73kg",71.6,-100,-100,100,100,-127,-128,128,128,228
"Jason Sanchez","Open Men's 96kg",92.5,95,-98,98,98,-130,130,-133,130,228
"Christopher Jacobs","Open Men's 67kg",66.7,98,-102,102,102,120,-125,125,125,227
"James Woodley","Open Men's 67kg",66.2,-98,-99,99,99,-126,-127,127,127,226
"Bryan Amaral","Open Men's 96kg",91.7,95,100,-104,100,125,-129,-130,125,225
"David Kinslow","Open Men's 73kg",72.15,-94,-97,98,98,122,126,-130,126,224
"Samuel Lee","Open Men's 81kg",79.63,92,96,100,100,116,120,123,123,223
"Maxwell Hoffman","Open Men's 96kg",94.9,-95,96,101,101,120,-126,-127,120,221
"Isaiah Noeldner","Open Men's 102kg",98.55,95,-100,-100,95,121,126,-131,126,221
"Blaine  Padgett","Open Men's 102kg",96.4,85,90,-95,90,130,-135,-136,130,220
"Evan Marrale","Open Men's 67kg",65.1,-92,-92,92,92,121,-124,125,125,217
"Brayden Gerhardt","Open Men's 81kg",78.55,93,96,100,100,117,-121,-125,117,217
"Jayden Yawkey","Open Men's 89kg",82.8,90,93,96,96,-115,115,120,120,216
"Austin Moore","Open Men's 67kg",65.1,92,-97,-98,92,122,-127,-127,122,214
"Jared Bushaw","Open Men's 67kg",64.95,93,-95,-96,93,109,-114,118,118,211
"Cooper Johnson","Open Men's 102kg",100.1,90,-95,-95,90,120,-125,-125,120,210
"Christian Giles","Open Men's 73kg",67.6,86,89,92,92,-113,114,-117,114,206
"David Amerson","Open Men's 67kg",66.6,88,91,-94,91,105,109,112,112,203
"Lola Pollack","Open Women's 81kg",79.65,82,86,90,90,103,106,110,110,200
"Luke Stevens","Open Men's 81kg",80.73,86,-89,89,89,-105,105,111,111,200
"Ulysses Freed","Open Men's 73kg",71.9,80,-83,-85,80,110,115,120,120,200
"Taylor Babb","Open Women's 64kg",62.41,-82,85,90,90,105,-108,109,109,199
"Annabelle Young","Open Women's 76kg",74.45,85,88,-91,88,-109,110,-116,110,198
"Isamu Harrison","Open Men's 67kg",65.22,83,86,89,89,108,-112,-112,108,197
"Benjamin Engelbracht","Open Men's 73kg",71.05,86,-90,-90,86,105,110,-115,110,196
"Victor Martin","Open Men's 67kg",66.57,77,81,-85,81,108,113,-117,113,194
"Ava Biesterfeld","Open Women's 71kg",69.75,-83,83,86,86,102,106,-110,106,192
"Nia Walker","Open Women's 87kg",85.17,-82,82,87,87,102,-106,-106,102,189
"Ireland Colson","Open Women's 71kg",70.15,-78,79,82,82,-99,99,103,103,185
"Kylie Westbrook","Open Women's 81kg",79.08,78,81,-83,81,97,101,103,103,184
"Na'Erykah Goodwin","Open Women's 87kg",83.7,73,76,80,80,95,100,103,103,183
"Grace Young","Open Women's 71kg",64.65,-80,-81,82,82,95,99,-103,99,181
"Emma Bakke","Open Women's 81kg",78.7,68,-72,75,75,95,100,105,105,180
"Lucie Gehringer","Open Women's 76kg",72.3,75,78,-81,78,-97,97,100,100,178
"Ava Kump","Open Women's 81kg",79.5,70,74,77,77,93,-97,100,100,177
"celina ortega","Open Women's 81kg",80.52,70,73,-76,73,101,-104,-104,101,174
"Yuliana Lopez","Open Women's 64kg",63.7,72,75,-78,75,98,-102,-103,98,173
"Jessie Debshaw","Open Women's 76kg",74.15,73,76,-79,76,-90,91,-94,91,167
"Natalie Hart","Open Women's 64kg",63,-65,65,-68,65,92,97,101,101,166
"Maddie Hunter","Open Women's 64kg",62.65,-72,72,-75,72,-92,-92,93,93,165
"Ava Oteri","Open Women's 64kg",62.85,66,69,72,72,-92,92,-98,92,164
"Summer Daraio-Rivera","Open Women's 55kg",54.95,69,72,-75,72,-89,-89,90,90,162
"Adler Edwards","Open Men's 61kg",59,-76,76,-80,76,86,-89,-90,86,162
"Starla Toto","Open Women's 71kg",69.11,-68,68,71,71,85,88,90,90,161
"Kenisha Jacsaint","Open Women's 87kg",86.7,68,-72,-72,68,88,92,-95,92,160
"Alyssa Lane","Open Women's 81kg",79.75,70,-74,74,74,80,85,-88,85,159
"Maeve Ramstrom","Open Women's 81kg",80,65,68,-71,68,-85,86,90,90,158
"Addilyn Campbell","Open Women's +87kg",105.13,60,64,68,68,84,88,-92,88,156
"Cate Satoris","Open Women's 71kg",70.9,65,68,-70,68,84,-87,87,87,155
"Joe Dang","Open Men's 55kg",54.55,60,64,68,68,78,-82,85,85,153
"Kaylin White","Open Women's 49kg",47.95,63,67,-70,67,84,-88,-90,84,151
"Reegan May","Open Women's 64kg",62.95,-66,-66,66,66,85,-88,-88,85,151
"Connie Yu","Open Women's 59kg",58.95,-59,59,-61,59,87,-90,91,91,150
"Alicia Monge","Open Women's 64kg",62.6,59,62,-64,62,77,81,84,84,146
"Bailey Proulx","Open Women's 64kg",63.15,62,-65,-67,62,80,-84,84,84,146
"Abigail Marquez","Open Women's 71kg",66.36,60,63,-66,63,-81,-83,83,83,146
"Carli McBride","Open Women's 64kg",61.4,60,63,65,65,73,76,78,78,143
"Jordan Bohms","Open Women's 81kg",79.25,60,-63,-63,60,80,83,-86,83,143
"Ariana Reyes","Open Women's 59kg",57.35,-60,60,-62,60,80,-82,82,82,142
"Jessica Fuhrman","Open Women's 59kg",56.9,60,-62,62,62,75,78,-82,78,140
"Chaoxun Yuan","Open Women's 64kg",63.65,57,59,-61,59,-78,78,-80,78,137
"Paige Hayhoe","Open Women's 59kg",57.35,-58,58,-60,58,74,77,-80,77,135
"Chloe Holland","Open Women's 55kg",53.9,53,56,-59,56,71,74,-77,74,130
"Lexi Pepper","Open Women's 59kg",57.5,56,-59,59,59,70,-75,-75,70,129
"Katherine Greisdorf","Open Women's 55kg",53.67,55,-58,58,58,66,69,-72,69,127
"Rori Wilson","Open Women's 59kg",57.6,52,55,58,58,65,68,-71,68,126
"Jessica Schmidt","Open Women's 55kg",54.7,50,53,-55,53,62,68,71,71,124
"Aimee Causby","Open Women's 55kg",54.35,51,54,-56,54,58,61,-66,61,115
"Kaila Corbridge","Open Women's 45kg",44.7,46,49,-51,49,56,59,63,63,112
"Jasmine Nautel","Open Women's 45kg",44.3,48,-51,-52,48,58,-61,-65,58,106
"Allison Nally","Open Women's 87kg",87,-71,72,-76,72,-101,-104,-104,0,0
"Elias Gerstein","Open Men's 61kg",59.95,72,76,-80,76,-100,-100,-100,0,0
"Chase Overpeck","Open Men's 67kg",62.45,-90,90,93,93,-110,-110,0,0,0
"Bryce Keeler","Open Men's 89kg",89,-89,-89,89,89,-118,-118,-118,0,0
"James Quinn","Open Men's 81kg",79.27,-110,110,115,115,-130,-130,-131,0,0
"Blain McFarland","Open Men's 73kg",71.05,-97,-98,-98,0,120,124,-129,124,0
"Sean Thai","Open Men's 89kg",88.2,102,106,-112,106,-123,-125,-125,0,0
"Tynan O'Connor","Open Men's 81kg",78.05,-105,-105,-105,0,125,-130,-135,125,0
"Jared Johnson","Open Men's 73kg",71.1,93,97,-101,97,-123,-123,-124,0,0
"Jayson Luther","Open Men's 96kg",95.51,105,108,111,111,-135,-135,-136,0,0
"EJ Hein","Junior Men's 89kg",87.1,143,147,150,150,170,175,-182,175,325
"Aaron Nice","Junior Men's 102kg",101.75,133,-138,-138,133,180,184,-190,184,317
"Preston Powell","Junior Men's 81kg",80.55,135,140,-145,140,168,174,-180,174,314
"Timothy Davis","Junior Men's 96kg",91.35,-135,-135,135,135,170,-178,178,178,313
"Colin Reis","Junior Men's 109kg",107.75,-135,135,-140,135,170,178,-185,178,313
"William Heller","Junior Men's 96kg",95,134,-137,137,137,172,-182,-182,172,309
"Hutton Boles","Junior Men's 81kg",79.17,128,133,138,138,158,-163,163,163,301
"Hampton Morris","Junior Men's 67kg",65.15,-121,121,125,125,168,173,-178,173,298
"Kyle Martin Jr.","Junior Men's 89kg",86.69,132,-136,-136,132,157,162,-166,162,294
"Adrian Hible","Junior Men's 102kg",99.5,118,-123,123,123,155,-162,165,165,288
"Colby Mapps","Junior Men's 96kg",95,-125,127,-134,127,150,155,-160,155,282
"Julian Sykes","Junior Men's 73kg",70.6,115,120,125,125,145,-152,156,156,281
"Adam Jarski","Junior Men's +109kg",118.9,118,122,-125,122,152,156,-160,156,278
"Hanale Kauha'aha'a","Junior Men's 109kg",105.45,112,116,-121,116,146,-160,162,162,278
"Mario Marquez","Junior Men's 67kg",66.5,-119,119,122,122,-155,155,-160,155,277
"Spencer Dent","Junior Men's 96kg",95.1,112,118,123,123,-140,145,150,150,273
"Myles Ormsby","Junior Men's 96kg",96,118,123,-128,123,-148,148,-152,148,271
"gabe chhum","Junior Men's 61kg",59.65,115,120,-125,120,142,146,150,150,270
"Tristan Gatwood","Junior Men's 89kg",87.7,112,116,120,120,140,-145,150,150,270
"Samuel Wainwright","Junior Men's 81kg",79.42,110,-115,116,116,148,-154,154,154,270
"Andres Giron","Junior Men's 81kg",78.99,114,118,122,122,147,-152,-152,147,269
"Michael Davidge","Junior Men's 89kg",88.5,115,120,125,125,144,-153,-153,144,269
"Jacob Smitka","Junior Men's 96kg",91.92,120,-125,-126,120,-147,148,-153,148,268
"Devon Briggs","Junior Men's +109kg",110.25,110,114,117,117,147,150,-155,150,267
"William Sullivan","Junior Men's 89kg",87.9,114,118,-122,118,141,-146,147,147,265
"Zachary White","Junior Men's 96kg",93.37,-115,115,-120,115,140,145,150,150,265
"Dominik Polverini","Junior Men's 67kg",65.7,114,-117,117,117,145,-149,-149,145,262
"Ryan McDonald","Junior Men's 73kg",72.1,-112,112,116,116,140,145,-150,145,261
"Cody Monsevais","Junior Men's 89kg",87.7,112,-117,-117,112,142,147,-151,147,259
"Mitchel Myers","Junior Men's 89kg",84.25,-115,-118,118,118,140,-144,-144,140,258
"Dylan Hayes","Junior Men's 89kg",88.2,110,115,-120,115,135,140,-145,140,255
"Connor Heinsch","Junior Men's 102kg",97,110,-114,-116,110,140,145,-150,145,255
"Michael Heins","Junior Men's 81kg",79.87,105,109,-112,109,141,145,-148,145,254
"Calvin Lackey","Junior Men's 81kg",80.15,103,107,113,113,129,133,140,140,253
"Ervin  Padgett","Junior Men's 109kg",107.9,107,-112,115,115,-134,134,137,137,252
"Elias Hamp","Junior Men's 81kg",79.6,110,115,-120,115,-135,135,-140,135,250
"Lucas Gallen","Junior Men's 96kg",95.5,105,109,114,114,130,136,-144,136,250
"Maurice McClain Jr","Junior Men's 96kg",95.2,102,107,-111,107,143,-148,-150,143,250
"Aidan Perez","Junior Men's 102kg",97.9,108,112,-115,112,132,-137,137,137,249
"Colin Manning","Junior Men's 73kg",72.45,110,-114,115,115,133,-138,-140,133,248
"Ian Graham","Junior Men's 102kg",99.85,107,110,113,113,130,135,-138,135,248
"Dominick Basso","Junior Men's 89kg",84.25,100,-103,104,104,132,137,142,142,246
"James Hathaway","Junior Men's 89kg",86.25,-110,110,-115,110,135,-137,-137,135,245
"Colton Otto","Junior Men's 89kg",86.25,105,110,-115,110,135,-142,-142,135,245
"Mylo Bukiewicz","Junior Men's 89kg",86.9,103,107,110,110,123,128,132,132,242
"James Wollum","Junior Men's 89kg",85.4,107,-112,-114,107,-134,135,-141,135,242
"Juan Osorio","Junior Men's 81kg",80.26,105,-109,-109,105,137,-142,-144,137,242
"Ryan Padron","Junior Men's 73kg",71.75,98,101,104,104,130,134,138,138,242
"Matthew David","Junior Men's 96kg",95.21,106,-111,-111,106,136,0,0,136,242
"Christopher Dickinson","Junior Men's 89kg",84.8,107,-111,-111,107,122,127,133,133,240
"Nathan Fassett","Junior Men's 89kg",87.7,102,107,-112,107,127,132,-137,132,239
"Zachary Bruffy","Junior Men's 73kg",69.85,96,101,105,105,125,131,-136,131,236
"Terry Dinh","Junior Men's 81kg",75.96,106,-110,-111,106,-130,-130,130,130,236
"Elijah Rumfelt","Junior Men's 67kg",66.8,106,-110,110,110,-125,125,-128,125,235
"Xander Parsons","Junior Men's 89kg",87.85,103,-107,108,108,-123,123,127,127,235
"Cade Helton","Junior Men's 89kg",87.15,-105,105,-110,105,130,-136,-137,130,235
"Kolbi Montoya","Junior Men's 73kg",71.85,97,102,-105,102,122,127,132,132,234
"Enzo Mancini","Junior Men's 96kg",89.6,-100,100,-103,100,130,134,-137,134,234
"Caleb Tiron","Junior Men's 96kg",95.7,-102,102,-106,102,121,132,-140,132,234
"Ryland BRATON","Junior Men's +109kg",110.61,94,100,104,104,125,130,-137,130,234
"Mateo Montelongo","Junior Men's 73kg",71.9,-100,100,103,103,124,130,-135,130,233
"danny izquierdo","Junior Men's 89kg",87.65,-98,98,-102,98,128,-132,135,135,233
"Ethan Latterner","Junior Men's 89kg",83.55,100,105,-110,105,-125,-127,127,127,232
"Nicolas Ferdico","Junior Men's 102kg",99.6,-102,102,104,104,-128,-128,128,128,232
"Luke Hermann","Junior Men's 109kg",108.38,103,106,-110,106,125,-130,-130,125,231
"Sarah Uschmann","Junior Women's +87kg",108.26,100,-103,104,104,121,124,126,126,230
"Michael Mollé","Junior Men's 73kg",72.5,-104,-105,105,105,-123,124,-128,124,229
"Rafael Oliver","Junior Men's 89kg",87.3,98,102,105,105,123,-128,-130,123,228
"Cole Hansen","Junior Men's 81kg",78.46,-102,102,-106,102,125,-130,-130,125,227
"Malaquias Coronado","Junior Men's 73kg",72.8,-102,102,-106,102,-125,125,-129,125,227
"Aiden Kreml","Junior Men's 89kg",86,96,-98,-99,96,124,127,130,130,226
"Alex  Tulenko","Junior Men's 89kg",82.15,-102,102,106,106,115,120,-125,120,226
"Jack Stamm","Junior Men's 102kg",100.2,97,101,-105,101,-122,125,-130,125,226
"Lance Thompson","Junior Men's 89kg",87.05,95,-100,100,100,125,-130,-136,125,225
"PAYTON RAMIREZ","Junior Men's 81kg",78.7,90,-96,100,100,120,125,-131,125,225
"Cole Resurreccion","Junior Men's 81kg",79.09,94,97,100,100,116,121,125,125,225
"Javan Patton","Junior Men's 89kg",87.6,95,-100,100,100,120,-125,125,125,225
"Shawn Rhodes","Junior Men's 89kg",85.95,95,100,-105,100,118,124,-130,124,224
"Aiden Miller","Junior Men's 73kg",71.65,95,100,103,103,121,-126,-127,121,224
"William McGahey","Junior Men's +109kg",150.01,94,99,-103,99,-125,125,-130,125,224
"Evan Gehret","Junior Men's 67kg",64.65,95,-99,-100,95,-127,127,-133,127,222
"Zachary Schwartz","Junior Men's 81kg",78.83,93,-97,100,100,114,118,122,122,222
"Romeo Thompson","Junior Men's 67kg",65.9,-98,98,102,102,-118,-119,119,119,221
"Luis Leyva","Junior Men's 89kg",82.75,93,96,-99,96,120,-124,125,125,221
"Blaine  Padgett","Junior Men's 102kg",96.4,85,90,-95,90,130,-135,-136,130,220
"Rodney Register","Junior Men's 81kg",80.15,91,95,-98,95,120,124,-127,124,219
"Anthony Perez","Junior Men's 67kg",63.74,92,97,-100,97,-115,118,121,121,218
"Frank Machado","Junior Men's 81kg",79.27,94,-98,98,98,116,120,-124,120,218
"Evan Marrale","Junior Men's 67kg",65.1,-92,-92,92,92,121,-124,125,125,217
"Jonathan Gordon","Junior Men's 67kg",66.05,-90,90,-94,90,-127,127,-132,127,217
"Jimmy Mastrosimone","Junior Men's 81kg",78.81,87,90,93,93,116,120,124,124,217
"Brayden Sjoblom","Junior Men's 102kg",100.3,-92,92,-95,92,-125,125,-132,125,217
"Natalie Andrews","Junior Women's 81kg",78.78,91,94,97,97,115,119,-121,119,216
"Ethan Sanchez","Junior Men's 81kg",79.94,-90,90,-94,90,-117,117,126,126,216
"Katelyn  Witte","Junior Women's 81kg",79.15,-92,93,96,96,114,118,-121,118,214
"Wesley Nyandoro","Junior Men's 81kg",76.28,88,91,93,93,-118,118,120,120,213
"Alexander  Minisall","Junior Men's 73kg",72.05,95,98,-102,98,-115,115,-122,115,213
"Kalei Juhl","Junior Men's 67kg",66.05,95,-102,-105,95,110,115,-120,115,210
"Diego Puerta","Junior Men's 73kg",71.1,87,90,93,93,109,113,117,117,210
"Kai Ferguson","Junior Men's 89kg",87.6,-95,95,-98,95,115,-120,-120,115,210
"Bobby Hill","Junior Men's 73kg",69.75,90,-95,-96,90,-116,116,120,120,210
"Braden Winslow","Junior Men's 67kg",62.9,90,93,-96,93,110,115,-120,115,208
"Phillip Nelson","Junior Men's 73kg",71.45,93,96,-100,96,112,-116,-116,112,208
"Amanda Robles","Junior Women's 87kg",84.3,-94,94,-98,94,114,-118,-120,114,208
"Jeshua Ambrosio","Junior Men's 89kg",87.4,82,85,88,88,-115,115,118,118,206
"William Hermanson","Junior Men's 81kg",79.8,-93,93,-98,93,112,-116,-121,112,205
"Tyler Evens","Junior Men's 81kg",76.38,-90,90,-96,90,110,115,-120,115,205
"Isaiah Mitchell","Junior Men's 81kg",78.35,86,88,90,90,112,115,-117,115,205
"Katharine Estep","Junior Women's 64kg",63.39,-90,90,93,93,112,-116,-122,112,205
"Sophia Shaft","Junior Women's 64kg",60.26,89,91,94,94,107,110,-112,110,204
"Malia Levy","Junior Women's +87kg",123.64,83,86,89,89,-115,115,-120,115,204
"Riley Williams","Junior Women's 81kg",79.24,90,-94,-94,90,113,-118,-118,113,203
"Mason Haugland","Junior Men's 81kg",73.8,-92,93,-96,93,108,-113,-113,108,201
"Zachary Starnes","Junior Men's 73kg",71.4,83,87,-91,87,104,108,114,114,201
"Ian Maloy","Junior Men's 81kg",79.2,85,87,-91,87,-109,109,112,112,199
