lifter,age,bodyWeight,snatch1,snatch2,snatch3,snatchBest,cj1,cj2,cj3,cjBest,total
"Brendan Giddings","Junior Men's 81kg",77.3,102,106,110,110,-132,133,136,136,246
"Chase Taylor","Junior Men's 89kg",87.5,98,102,105,105,-135,138,-146,138,243
"Marcus Sweet","Junior Men's 81kg",80,-100,-100,100,100,130,-135,140,140,240
"Jason Boudreau","Open Men's 96kg",92.7,98,104,108,108,125,129,-133,129,237
"Martha Rogers","Open Women's 76kg",75.8,98,102,105,105,124,128,132,132,237
"Kevin Johnston","Open Men's 81kg",79.1,102,-104,105,105,125,-128,-129,125,230
"Justin Scott","Open Men's 73kg",68.9,92,-98,100,100,-120,120,125,125,225
"Noah Taunton","Junior Men's 109kg",106.4,85,91,93,93,-130,130,-140,130,223
"Kieven Fischer","Junior Men's 73kg",71.7,-96,-96,96,96,126,-135,-135,126,222
"Laurence Frago","Open Men's 109kg",102.1,93,96,-100,96,112,117,122,122,218
"Nathan Johnson","Junior Men's 81kg",78.1,84,87,92,92,105,110,115,115,207
"Mark Eubanks","Men's Masters (45-49) 89kg",88.2,84,-88,-89,84,113,117,120,120,204
"Jaxon Cooper-Sanders","Junior Men's 96kg",92.2,83,87,-93,87,110,-115,115,115,202
"Seth Barlow","Open Men's 73kg",70.1,-85,-85,87,87,110,115,-120,115,202
"Abby Raymond","Open Women's 71kg",66.9,80,85,90,90,100,105,110,110,200
"Evan Rosa Gale","Men's 16-17 Age Group 81kg",74.2,-83,-83,83,83,110,115,-118,115,198
"Brian Chadwell","Men's 16-17 Age Group 67kg",65.2,77,-80,81,81,102,-105,106,106,187
"Henry Iraheta","Open Men's 73kg",73,72,77,-80,77,102,-108,110,110,187
"Will Rodriquez","Men's 16-17 Age Group 96kg",94.9,-83,83,-87,83,95,-99,100,100,183
"Caleb Dodge","Open Men's 96kg",92.7,68,-72,-75,68,92,100,106,106,174
"Ashley Ireland","Open Women's 76kg",74.2,73,-75,-75,73,91,-94,95,95,168
"Benjamin Lowrimore","Open Men's +109kg",119.2,70,74,-78,74,-93,93,-96,93,167
"Carson Swotek","Men's 16-17 Age Group 73kg",72,66,70,74,74,82,86,92,92,166
"Ireland Grimes","Women's 16-17 Age Group 76kg",75.2,70,73,-77,73,90,93,-95,93,166
"Dara Hulstein","Open Women's 87kg",81.7,58,63,-69,63,83,-90,92,92,155
"Audrey Meloun","Open Women's 76kg",76,65,69,-72,69,85,-89,-91,85,154
"Alexa Oliveras","Open Women's 71kg",71,65,70,73,73,75,80,-85,80,153
"Caitlyn Meehan","Open Women's 64kg",60.1,63,65,68,68,80,-84,-85,80,148
"Krista Robertson","Women's Masters (35-39) 76kg",72.7,56,63,-65,63,75,78,-80,78,141
"jennifer morales","Junior Women's 59kg",58.1,-58,59,-61,59,-75,75,78,78,137
"Jessica Heberlein","Women's Masters (35-39) 76kg",76,50,53,55,55,70,73,76,76,131
"Hannah Duke","Junior Women's 71kg",64.1,-55,55,-60,55,65,69,72,72,127
"Paisley Presnell","Women's 14-15 Age Group 71kg",69.4,49,52,-55,52,66,68,70,70,122
"Kendra Hagger","Women's Masters (35-39) 87kg",87,45,48,51,51,62,66,70,70,121
"Niki Spears","Open Women's 64kg",63.8,-48,-48,48,48,64,68,70,70,118
"April Eubanks","Women's Masters (40-44) 71kg",70,-52,52,-55,52,-62,63,-66,63,115
"Lauren Shaw","Women's Masters (35-39) 81kg",77.3,46,49,-51,49,55,-58,-62,55,104
"Addisen Campbell","Women's 14-15 Age Group 55kg",54.9,33,35,38,38,47,50,52,52,90
"Rachel Mitchell","Women's Masters (40-44) 81kg",79.3,31,34,38,38,46,49,-52,49,87
"Cooper Kinsley","Men's 13 Under Age Group 55kg",54.8,25,27,30,30,35,38,41,41,71
"Bella Jones","Junior Women's 55kg",55,25,27,30,30,32,35,37,37,67
"Katelynn Pearce","Women's 13 Under Age Group 64kg",64,16,19,22,22,25,28,32,32,54
"Audrey Baugus","Women's 14-15 Age Group +76kg",84,15,16,21,21,22,25,29,29,50
"Sophia Calderon","Junior Women's 64kg",63.1,-60,-60,-60,0,70,73,-75,73,0
"Angel Quintero","Junior Men's 67kg",67,105,-110,-110,105,-130,-135,140,140,245
"Kaden Quick","Men's 16-17 Age Group 89kg",86,95,100,105,105,130,-135,-140,130,235
"Jayden Bernstein","Junior Men's 67kg",66.7,-84,85,89,89,105,111,-116,111,200
"Alexander Paolini","Junior Men's 73kg",72.6,80,84,-86,84,101,105,-110,105,189
"Samuel Juan Almazan Jr","Men's 16-17 Age Group 73kg",71,80,-85,-91,80,100,-105,-105,100,180
"Neeko Washington","Men's 16-17 Age Group 73kg",71.5,-70,70,75,75,-100,100,-107,100,175
"Janae Ivery","Women's Masters (35-39) 71kg",67.1,-73,73,76,76,85,88,-91,88,164
"Gatschena Appolon","Open Women's 64kg",63.9,-57,-57,57,57,73,76,78,78,135
"Samantha Bricken","Open Women's 76kg",75.95,54,-57,-57,54,73,-76,76,76,130
"Paige Levitz","Women's 16-17 Age Group +81kg",84.5,50,-54,-54,50,70,74,-76,74,124
"Sam Rogers","Men's 16-17 Age Group 55kg",54.2,47,50,-53,50,63,67,-70,67,117
"Jenifer Ramirez","Open Women's 45kg",44.95,-47,47,49,49,-61,-62,62,62,111
"Ana Lawler","Women's 16-17 Age Group 64kg",59.95,35,-37,38,38,-47,47,50,50,88
"Riley  Ruffner","Junior Women's 59kg",59,30,33,36,36,40,43,-47,43,79
"Gabriel Almazan","Men's 13 Under Age Group 39kg",38,25,-28,30,30,35,40,45,45,75
"Viviana Almazan","Women's 13 Under Age Group 30kg",24.65,11,12,13,13,17,18,-20,18,31
"Frank Jimenez","Men's 16-17 Age Group +102kg",103,95,100,-105,100,-115,-115,-115,0,0
"Vintavis Taylor","Open Men's 96kg",91.5,-115,-115,-120,0,-135,-135,-135,0,0
"Camill Anthony","Men's Masters (40-44) 102kg",100,110,-120,-120,110,-150,0,0,0,0
"logan walkins","Men's 16-17 Age Group 102kg",101.3,70,80,-85,80,83,88,93,93,173
"Ethan Iverson","Men's 14-15 Age Group 81kg",80.8,63,66,70,70,85,90,-96,90,160
"Nevaeh Kellerman","Junior Women's 81kg",79.1,56,-60,-62,56,70,74,-78,74,130
"Wyatt Miller","Men's 14-15 Age Group 67kg",66.15,42,46,51,51,61,65,-68,65,116
"Kevin Sheehan","Open Men's 73kg",73,116,121,126,126,136,141,-146,141,267
"Steven Bambinelli","Men's Masters (35-39) 102kg",99.7,110,115,-120,115,-140,-140,140,140,255
"Jeffrey Gerlach","Men's Masters (40-44) 102kg",100.6,-105,105,-110,105,140,145,150,150,255
"Ethan  Durant-Childress","Open Men's 81kg",76.1,105,110,113,113,-135,137,-140,137,250
"Connor Schwarz","Open Men's 89kg",85.1,-105,105,-108,105,125,131,140,140,245
"Luis Bustamante","Open Men's 96kg",92.3,-100,102,107,107,125,132,-140,132,239
"Brad Medley","Men's Masters (35-39) 89kg",88.4,-97,-97,100,100,120,-124,128,128,228
"Tim Lewis","Men's Masters (40-44) 96kg",92.7,90,94,-97,94,125,128,133,133,227
"Angelo Kelly","Open Men's 73kg",68.3,92,96,-100,96,-123,123,130,130,226
"Tobin O'Neal","Junior Men's 73kg",72.4,93,96,100,100,120,125,-128,125,225
"Jacob Sterny","Open Men's 81kg",79.4,95,98,101,101,115,120,124,124,225
"Jacob Szukala","Junior Men's 81kg",77.4,-98,-98,98,98,118,123,126,126,224
"Robert Mejia","Open Men's 96kg",94,80,85,90,90,120,125,131,131,221
"Celia Gold","Open Women's 76kg",74.1,-94,-95,95,95,119,122,125,125,220
"Drew Webb","Open Men's 96kg",94,90,95,-100,95,115,120,125,125,220
"Patrick Audette","Men's Masters (35-39) +109kg",117.3,92,96,100,100,114,119,-125,119,219
"Brady Smith","Men's 16-17 Age Group +102kg",104.1,90,94,100,100,105,110,115,115,215
"Rey Jan Garma","Men's Masters (40-44) 73kg",71.8,85,90,-95,90,115,-120,120,120,210
"John Blackburn","Open Men's 73kg",72.3,-92,92,97,97,112,-116,-118,112,209
"Jeran Smith","Open Men's 89kg",81.6,79,83,90,90,106,109,112,112,202
"Erin Amos","Open Women's 71kg",70.5,87,-90,-90,87,104,108,112,112,199
"Alexandria Fillmore","Open Women's 87kg",85,84,-88,90,90,104,-107,-108,104,194
"Andrew Robinson","Men's Masters (40-44) 73kg",72.2,-80,-80,80,80,105,-113,-113,105,185
"Samuel Hall","Open Men's 73kg",72.8,73,77,-80,77,103,105,-108,105,182
"Jackson Young","Men's 14-15 Age Group +89kg",110,79,-82,82,82,93,98,-100,98,180
"anderson geerdes","Men's 16-17 Age Group 89kg",86.6,75,78,-81,78,98,102,-106,102,180
"Emily Shih","Open Women's 76kg",75.7,77,80,82,82,94,98,-99,98,180
"William Nelson","Men's Masters (45-49) 96kg",95.9,73,76,79,79,91,94,100,100,179
"Talley Halvorson","Open Women's 71kg",69.4,75,-78,-79,75,93,96,100,100,175
"Karisa Rossman","Women's Masters (35-39) 76kg",73.1,76,79,-81,79,95,-99,-99,95,174
"Joseph Waddington","Open Men's 81kg",76.8,-74,-74,74,74,90,94,-97,94,168
"Jennifer Schuck","Open Women's 76kg",71.2,70,74,80,80,80,86,-91,86,166
"Elyssabeth Beers","Women's Masters (35-39) 87kg",84.6,70,73,75,75,83,86,90,90,165
"Eric Evans","Men's Masters (50-54) 89kg",88.3,60,65,68,68,80,85,92,92,160
"Andrew Maison","Men's Masters (40-44) 96kg",95.1,57,62,66,66,85,90,93,93,159
"ian crabtree","Junior Men's 89kg",87.4,60,64,67,67,79,84,88,88,155
"David Howland","Men's Masters (35-39) 96kg",92.7,64,66,69,69,84,-88,-90,84,153
"Nina Pollack","Junior Women's 71kg",71,-65,65,-70,65,80,85,-90,85,150
"Kelli Brightwell","Open Women's 64kg",62.9,62,64,66,66,80,82,84,84,150
"Amber Porter","Women's Masters (40-44) 76kg",74.5,60,63,67,67,80,83,-87,83,150
"Marissa Sterrett","Women's Masters (45-49) 87kg",83.3,60,62,-64,62,80,82,-84,82,144
"Corbin  Ross","Men's 14-15 Age Group 89kg",88.3,63,66,-69,66,72,76,-80,76,142
"Deagan Herrera","Men's 16-17 Age Group 102kg",100.9,57,60,63,63,70,74,78,78,141
"Aspen Mares-Toledo","Open Women's 64kg",63.2,60,62,-64,62,75,78,-80,78,140
"Bryton Moore","Men's Masters (35-39) 102kg",98.7,-55,55,-60,55,80,-85,85,85,140
"Jacqueline Viola Moulton","Women's Masters (35-39) 49kg",48.8,-60,-60,60,60,71,74,77,77,137
"Kayla Braun","Open Women's +87kg",95.4,-59,-59,59,59,77,-80,-80,77,136
"Erin Schneider","Women's Masters (35-39) +87kg",93.8,54,56,58,58,72,74,78,78,136
"Brittany Mutton","Women's Masters (35-39) 64kg",63.1,-61,61,-64,61,71,-75,75,75,136
"HarleyJane Carter","Junior Women's 59kg",57.5,53,56,59,59,73,-76,76,76,135
"Lukas Neafsey","Open Men's 67kg",65.3,54,57,60,60,71,74,-77,74,134
"Michelle Milligan","Women's Masters (50-54) 64kg",63.2,52,55,57,57,69,72,75,75,132
"Rachel Scutt","Women's Masters (40-44) 87kg",84.3,51,-54,54,54,71,74,77,77,131
"Suzy Sanchez","Open Women's 55kg",55,50,54,57,57,68,73,-77,73,130
"Israel  Cabrera","Men's 14-15 Age Group 89kg",84,47,50,53,53,68,72,76,76,129
"Sarah Smiley","Women's Masters (35-39) 59kg",58.7,52,54,-56,54,72,75,0,75,129
"Roslyn Taylor","Women's Masters (40-44) 71kg",68.7,55,58,-62,58,64,67,70,70,128
"Abigail Nelson","Junior Women's 55kg",53.7,57,-60,-61,57,69,-72,0,69,126
"Katherine Freeman","Open Women's 59kg",58.1,-56,58,-60,58,66,-69,-70,66,124
"Jace Doty","Men's 14-15 Age Group 73kg",68.8,48,51,-54,51,66,70,-73,70,121
"Alexa  Endsley","Open Women's 64kg",60.8,-53,54,-56,54,-65,66,-70,66,120
"Hannah Hughes","Open Women's 64kg",63.3,50,52,-55,52,65,68,-70,68,120
"Dee Dee Lemons","Women's Masters (35-39) 64kg",63.4,50,-52,53,53,64,67,-70,67,120
"Heather Berry","Women's Masters (35-39) 64kg",63,43,46,48,48,68,71,-73,71,119
"Dana Watson","Women's Masters (35-39) 59kg",56.4,49,51,-53,51,64,-67,67,67,118
"Alizah PIasecki","Women's 16-17 Age Group 71kg",69.2,47,50,52,52,59,62,65,65,117
"Jennifer Ridler","Women's Masters (40-44) 87kg",84.6,45,48,51,51,62,-65,65,65,116
"Kate  Sorrel","Junior Women's 71kg",69.4,43,46,50,50,58,62,65,65,115
"Emily  Gill","Open Women's 81kg",78.2,47,49,51,51,56,60,64,64,115
"Jessica Huntzinger","Women's Masters (35-39) 64kg",63.6,49,51,-52,51,-64,64,-66,64,115
"Xenia  Staves","Women's Masters (45-49) 71kg",66.7,45,48,-50,48,58,61,65,65,113
"Amie McCarthy","Women's Masters (40-44) +87kg",146.7,46,48,-50,48,60,62,-65,62,110
"Karter Lawson","Men's 16-17 Age Group 55kg",51.6,40,-43,43,43,60,62,65,65,108
"Liliana Mendoza","Junior Women's 87kg",81.3,43,-46,-47,43,58,61,64,64,107
"Dylan Laven","Men's 14-15 Age Group +89kg",100.5,42,45,-47,45,54,58,61,61,106
"Brooklyn Szukala","Women's 16-17 Age Group 64kg",59.6,41,44,46,46,-60,-60,60,60,106
"Caleb  Crabtree","Men's 14-15 Age Group 67kg",64.1,40,42,45,45,55,60,-65,60,105
"Angelina Blackburn","Open Women's 71kg",67.8,43,46,-50,46,56,59,-62,59,105
"Judah Nowakowski","Women's 16-17 Age Group 71kg",66.1,37,40,42,42,57,59,61,61,103
"Priscilla Bennett","Women's 16-17 Age Group 64kg",60,-45,46,-48,46,53,57,-60,57,103
"Jenna Hunt","Open Women's 64kg",63.2,43,-45,-46,43,56,-59,59,59,102
"Micah Boriack","Open Women's 59kg",57.9,36,38,41,41,54,57,60,60,101
"Nate Morrison","Men's 16-17 Age Group 61kg",60.7,40,43,46,46,51,54,-56,54,100
"Katia  Ritz","Open Women's 71kg",69.8,42,43,44,44,55,-57,-57,55,99
"Maegan Nelson","Women's Masters (40-44) 71kg",70.5,42,-45,-45,42,48,51,54,54,96
"Tauma Conner","Women's Masters (45-49) 71kg",69,40,43,46,46,47,50,-53,50,96
"Taylor Craig","Junior Women's 64kg",63.1,38,40,-45,40,53,55,-58,55,95
"Lindsey Visscher","Open Women's 71kg",68,33,34,36,36,48,51,54,54,90
"Rena Perry","Open Women's 76kg",72.5,40,42,-45,42,45,48,-51,48,90
"Madelin Parisi","Open Women's 64kg",61.9,-35,35,37,37,50,52,-55,52,89
"Megan Hunter","Women's Masters (45-49) 76kg",74.2,41,-43,-43,41,46,-48,48,48,89
"Michela Hewitt","Open Women's 71kg",64.1,32,34,36,36,45,48,51,51,87
"Jordyn Whisler","Open Women's 81kg",79.5,32,34,36,36,45,48,51,51,87
"Kaitlynn Sartor","Open Women's 64kg",62.5,35,-38,38,38,48,-53,-55,48,86
"Sara Garland","Women's 14-15 Age Group +76kg",82.1,31,34,36,36,39,42,45,45,81
"June Triplett","Women's 16-17 Age Group 59kg",59,28,30,32,32,36,38,41,41,73
"Isabella Schnell","Women's 14-15 Age Group 55kg",52.6,23,-25,25,25,30,33,36,36,61
"Maximus Black","Men's 13 Under Age Group 32kg",32,15,17,-19,17,17,20,23,23,40
"Jonathan Nelson","Men's 13 Under Age Group 44kg",40.8,13,16,-19,16,22,-25,-25,22,38
"Megan Cierzan","Open Women's 59kg",59,-52,-53,-53,0,60,65,-70,65,0
"Dakota Dotson","Open Men's 96kg",95.9,115,118,122,122,-145,-145,-145,0,0
"Jay Reyes","Women's Masters (40-44) 87kg",87,56,59,62,62,77,81,-86,81,143
"Sophia Rodriguez","Women's Masters (35-39) +87kg",101.41,50,53,56,56,70,75,79,79,135
"Teddy Perez","Open Men's 96kg",94.5,0,0,135,135,0,0,169,169,304
"Charlie Merritt","Junior Men's +109kg",125.25,0,0,120,120,0,0,158,158,278
"Blaine Burgess","Open Men's +109kg",122.3,0,0,120,120,0,0,150,150,270
"Chris Johnson","Men's Masters (35-39) 109kg",106.5,0,0,115,115,0,0,131,131,246
"Cody Limas","Men's Masters (35-39) 89kg",88.7,0,0,110,110,0,0,135,135,245
"Tyler Sperry","Open Men's 89kg",85.46,0,0,108,108,0,0,130,130,238
"Quinton Moulton","Open Men's 89kg",88.9,0,0,105,105,0,0,130,130,235
"Samuel Sissman","Junior Men's +109kg",119.2,0,0,102,102,0,0,132,132,234
"Rodrigo Luna Perez","Open Men's 102kg",101.95,0,0,100,100,0,0,130,130,230
"VINCENT NGUYEN","Open Men's 89kg",89,0,0,95,95,0,0,120,120,215
"William Hawkinson","Open Men's 89kg",85.2,0,0,90,90,0,0,125,125,215
"Ryan McNerlin","Open Men's 81kg",80.29,0,0,93,93,0,0,120,120,213
"George Gallaway","Men's Masters (40-44) 109kg",105.9,0,0,100,100,0,0,111,111,211
"Justin Snowden","Men's Masters (40-44) 102kg",100.1,0,0,94,94,0,0,114,114,208
"Brian Leung","Men's Masters (40-44) 81kg",80.4,0,0,93,93,0,0,112,112,205
"Michael Pizzonia","Open Men's 81kg",79.5,0,0,90,90,0,0,113,113,203
"Kenton Hagan","Men's Masters (35-39) 81kg",80,0,0,82,82,0,0,108,108,190
"Leanne Watson","Open Women's 81kg",80.6,0,0,82,82,0,0,103,103,185
"Samuel Hall","Open Men's 73kg",72.7,0,0,77,77,0,0,104,104,181
"Kurt Roderick","Men's Masters (40-44) 89kg",88.2,0,0,75,75,0,0,105,105,180
"noah gideon","Men's 16-17 Age Group 73kg",71,0,0,83,83,0,0,90,90,173
"Armando Ordonez","Men's Masters (50-54) 89kg",88.3,0,0,70,70,0,0,96,96,166
"Stephany Wilson","Open Women's 59kg",58.88,0,0,76,76,0,0,84,84,160
"Kayla Jones","Open Women's 71kg",69.6,0,0,67,67,0,0,83,83,150
"Jason Isaraphanich","Men's 16-17 Age Group 67kg",65.15,0,0,66,66,0,0,84,84,150
"Ambrea Watts","Women's Masters (40-44) +87kg",115.4,0,0,65,65,0,0,85,85,150
"Hilary Miller","Women's Masters (40-44) 87kg",85.8,0,0,67,67,0,0,80,80,147
"Deo Dannemiller","Men's 14-15 Age Group +89kg",89,0,0,67,67,0,0,80,80,147
"Jessie Shedlock","Women's Masters (35-39) 64kg",64,0,0,68,68,0,0,79,79,147
"Kenny  Poulos","Men's Masters (40-44) 81kg",77,0,0,65,65,0,0,81,81,146
"Shelly Thornton","Open Women's +87kg",87.95,0,0,60,60,0,0,73,73,133
"David Blake","Men's Masters (60-64) 89kg",87.08,0,0,58,58,0,0,71,71,129
"Annjeannette Sivilay","Open Women's 49kg",47.63,0,0,56,56,0,0,72,72,128
"Brady Carroll","Men's 14-15 Age Group 67kg",66.5,0,0,55,55,0,0,72,72,127
"Joelle Kodor","Open Women's 71kg",66.3,0,0,58,58,0,0,67,67,125
"Colleen Moon","Women's Masters (40-44) 81kg",77.8,0,0,48,48,0,0,75,75,123
"Lourdes Noriega","Women's Masters (35-39) 81kg",78.6,0,0,51,51,0,0,64,64,115
"Emily Przeslak","Open Women's 55kg",55,0,0,53,53,0,0,56,56,109
"Lindsy Pettinger","Women's Masters (35-39) 76kg",72.55,0,0,51,51,0,0,55,55,106
"Ericka Hoffman","Junior Women's 55kg",49.2,0,0,43,43,0,0,62,62,105
"Gia  Kirk","Open Women's 55kg",54.7,0,0,49,49,0,0,55,55,104
"Ernestine De Veyra","Women's Masters (40-44) 71kg",68.85,0,0,45,45,0,0,55,55,100
"Eden Ranola","Open Women's 59kg",58.2,0,0,45,45,0,0,53,53,98
"Juliet Ricci","Women's Masters (50-54) 81kg",79.2,0,0,40,40,0,0,50,50,90
"Sean King","Men's 14-15 Age Group 49kg",48.6,0,0,27,27,0,0,31,31,58
"Eadie Shaft","Women's 13 Under Age Group 30kg",25.55,0,0,8,8,0,0,8,8,16
"Michelle Bowens","Women's Masters (40-44) 81kg",80.95,40,42,43,43,50,52,-54,52,95
"Luke Ardinez","Men's 13 Under Age Group 73kg",70.6,33,35,-37,35,45,-47,-47,45,80
"Logan Ardinez","Men's 14-15 Age Group 67kg",64.1,27,29,31,31,36,-38,40,40,71
"Kimberly Chona","Junior Women's 87kg",84.35,22,24,26,26,32,34,36,36,62
"Keila Garcia","Junior Women's 49kg",48.6,24,26,-27,26,30,32,34,34,60
"Ada Guzman","Women's Masters (45-49) 81kg",79.4,24,26,-28,26,30,32,-34,32,58
"Hayden Eades","Women's 13 Under Age Group 40kg",39.1,20,22,-24,22,26,28,-29,28,50
"Taequann Morris","Men's 13 Under Age Group 39kg",37.3,16,-17,17,17,20,22,-24,22,39
"Liliana  Layman","Women's 13 Under Age Group 45kg",41.2,13,-15,-15,13,16,18,20,20,33
"Analea Garity","Women's 13 Under Age Group 30kg",25.1,9,10,-11,10,12,13,-14,13,23
"Jared Bajkowski","Open Men's +109kg",146.8,-75,75,80,80,100,107,115,115,195
"Aedan  Sumbaei","Junior Men's 81kg",79.6,77,-82,-82,77,103,-108,-108,103,180
"Oliver Taulborg","Men's 16-17 Age Group 73kg",72.3,63,66,69,69,-82,-82,82,82,151
"JONAH BAHARIN","Men's 14-15 Age Group 61kg",55.7,47,51,55,55,67,71,-75,71,126
"Tina Fleecs","Women's Masters (45-49) 81kg",78.95,45,49,-53,49,65,67,70,70,119
"paul hansen","Men's Masters (70-74) 89kg",86.35,47,50,52,52,56,59,61,61,113
"Jacob Farrell-Evans","Men's 14-15 Age Group 89kg",82.2,40,-45,45,45,55,-58,58,58,103
"Marielena Marroquin","Open Women's +87kg",130.3,35,38,40,40,-52,-52,52,52,92
"Abby Fry","Women's Masters (40-44) 59kg",58.35,-27,27,30,30,34,38,44,44,74
"LAURA STILL","Women's Masters (65-69) 59kg",56.2,-21,21,23,23,31,34,-36,34,57
"Jett Finley","Men's 13 Under Age Group 39kg",37.55,14,16,18,18,28,30,32,32,50
"Knox Brown","Men's 13 Under Age Group 67kg",63.15,14,16,18,18,28,29,31,31,49
"Wednesday Hackleman","Women's 13 Under Age Group 40kg",37.7,14,16,18,18,23,25,27,27,45
"NOR AMINA BAHARIN","Women's 13 Under Age Group 40kg",37.75,17,19,-20,19,22,24,25,25,44
"Joyce Hansen","Women's Masters (70-74) 55kg",51.1,16,18,-19,18,19,21,23,23,41
"Trace Brown","Men's 13 Under Age Group 32kg",27.3,12,14,16,16,16,18,20,20,36
"Ace Finley","Women's 13 Under Age Group 30kg",29.75,8,10,11,11,8,10,12,12,23
"Nick Justiniano","Open Men's 96kg",92.6,116,-121,-121,116,-137,137,-143,137,253
"Michael Sauer","Open Men's 81kg",78.1,98,-102,103,103,125,-131,-131,125,228
"Christopher Beattie","Open Men's 81kg",80.3,-96,96,-101,96,-120,-120,120,120,216
"Sean Rabourn","Men's Masters (35-39) 89kg",87.1,80,86,90,90,110,113,116,116,206
"Noah Frank","Open Men's 89kg",88.5,85,-89,90,90,105,110,115,115,205
"Joseph Mattera","Open Men's 81kg",80.9,76,79,-82,79,107,112,116,116,195
"David Wannen","Men's Masters (45-49) 102kg",97.9,-80,80,84,84,100,104,110,110,194
"Brad Powers","Men's Masters (45-49) 89kg",86.5,76,80,84,84,102,107,-112,107,191
"Taylor Maginnis","Open Women's 76kg",75.4,72,-75,-76,72,95,99,-102,99,171
"Abelardo Termulo","Open Men's 81kg",78.8,65,70,75,75,85,90,95,95,170
"Cassandra Fortune","Open Women's 81kg",77.3,65,70,-75,70,85,90,-95,90,160
"Courtney Candullo","Open Women's 64kg",64,66,69,-72,69,80,85,90,90,159
"Rob Izsa","Men's Masters (55-59) 81kg",79.2,-65,-65,65,65,85,-90,90,90,155
"Catherine Ridella","Open Women's 71kg",69.5,68,-71,-73,68,85,-90,-93,85,153
"George Pjura","Men's Masters (65-69) 81kg",80.6,59,60,61,61,85,-90,-90,85,146
"Rob Purdie","Men's Masters (50-54) 89kg",84.5,60,-63,63,63,72,75,-78,75,138
"Elise Burkhardt","Open Women's 81kg",79.6,54,57,60,60,66,69,72,72,132
"Gabrielle Maya","Open Women's 71kg",65.7,55,-58,-58,55,65,70,74,74,129
"Jonathan Stroble","Men's Masters (50-54) 109kg",107.1,43,47,51,51,70,73,76,76,127
"Damon Ross-Walker","Men's Masters (50-54) 81kg",79.7,56,-63,-63,56,65,70,-77,70,126
"Libby Elias","Women's Masters (40-44) 59kg",57.6,-52,52,54,54,62,66,69,69,123
"Rachael  Dickinson","Women's Masters (35-39) 64kg",59.4,47,51,54,54,62,-66,68,68,122
"Melanie Lendis","Women's Masters (50-54) 64kg",62.4,48,50,-52,50,58,61,-63,61,111
"Marissa Curcio","Open Women's 55kg",53.4,43,45,47,47,54,57,60,60,107
"D Roman-Gonzalez","Women's Masters (45-49) 81kg",78.8,40,43,46,46,45,50,55,55,101
"Sarabeth Gottlieb","Women's 16-17 Age Group 64kg",61.9,37,40,43,43,52,55,57,57,100
"Hannah  Salzberg","Open Women's +87kg",87.9,35,40,-45,40,50,53,56,56,96
"Maria  Reyes","Women's Masters (35-39) 81kg",78.1,35,40,-45,40,48,51,54,54,94
"Alyssa Ercan","Open Women's +87kg",115.3,35,37,39,39,46,48,50,50,89
"Rebecca Busch","Women's Masters (40-44) 59kg",58.1,-34,34,37,37,45,48,51,51,88
"Julie Carmody","Women's Masters (50-54) 45kg",43,34,36,-38,36,44,46,48,48,84
"Landon Tarazona","Men's 13 Under Age Group 61kg",58.2,30,33,36,36,42,-46,-46,42,78
"Akiko Stojek","Women's Masters (55-59) 49kg",49,-32,32,-37,32,43,-46,-47,43,75
"Grace Faucette","Women's 13 Under Age Group +64kg",65.3,25,30,-35,30,-35,35,40,40,70
"Carter Seltzer","Men's 14-15 Age Group 67kg",65.6,22,24,26,26,30,33,36,36,62
"John Lloyd","Open Men's +109kg",113.8,-85,-85,-85,0,110,115,120,120,0
"Maria Quito","Women's Masters (40-44) 64kg",60.2,-43,-43,-43,0,58,60,62,62,0
"Zachary Huse","Open Men's +109kg",124.4,136,141,146,146,185,-195,-195,185,331
"Layne Palm","Open Men's 102kg",98.4,140,-145,-148,140,170,-180,180,180,320
"Scott Harris","Open Men's 102kg",99,125,-130,130,130,155,160,166,166,296
"Marcus Leydecker","Open Men's 96kg",93.15,125,-130,130,130,155,161,-165,161,291
"Kenderic McMillian","Open Men's +109kg",109.8,110,115,120,120,140,145,150,150,270
"Eric Hale","Open Men's 109kg",108.8,115,120,125,125,135,140,-146,140,265
"Melvin Jensen","Men's Masters (35-39) +109kg",122.9,110,-115,115,115,137,144,-151,144,259
"Nathan Gonzaga","Junior Men's 73kg",70.85,106,109,-112,109,134,139,-144,139,248
"Charles Keenan","Men's Masters (35-39) 89kg",86.55,103,-107,110,110,120,-125,130,130,240
"Kent Eghomwanre","Open Men's 89kg",88.4,-105,106,110,110,130,-134,-138,130,240
"Daniel Marquez","Men's 16-17 Age Group 67kg",66.55,94,97,100,100,130,135,-140,135,235
"Brian Hernandez","Men's Masters (35-39) 89kg",88.3,97,101,103,103,118,122,125,125,228
"Thomas Osborne Bird","Open Men's 81kg",80.65,95,98,101,101,127,-131,-133,127,228
"Drew Nitsche","Open Men's 96kg",94.5,94,-97,97,97,120,125,130,130,227
"Andrew Stephen","Open Men's 96kg",94.4,93,-95,95,95,125,128,-132,128,223
"Zachary Carr","Open Men's 81kg",81,86,91,96,96,111,117,124,124,220
"Ricardo Torres III","Open Men's 89kg",82.3,92,95,98,98,115,118,121,121,219
"Nathan Morehart","Open Men's 89kg",88.65,-90,90,-93,90,113,118,125,125,215
"Elijah Alvarado","Open Men's 67kg",66.8,90,92,95,95,110,114,118,118,213
